date,rep_id,source,leads,opportunities,closed_won,revenue
11/1/2018,2,google/organic,15,8,3,248.33
11/1/2018,2,bing/cpc,58,7,3,145.62
11/1/2018,2,bing/organic,16,3,1,64.59
11/1/2018,2,facebook/display,235,23,10,859.38
11/1/2018,3,google/cpc,10,3,2,184.61
11/1/2018,3,google/organic,14,5,3,178.38
11/1/2018,3,bing/cpc,46,6,2,127.8
11/1/2018,3,bing/organic,23,6,3,198.51
11/1/2018,3,facebook/display,240,19,7,642.05
11/1/2018,4,google/cpc,9,4,3,200.46
11/1/2018,4,google/organic,15,7,5,408.39
11/1/2018,4,bing/cpc,50,13,8,375.84
11/1/2018,4,bing/organic,27,7,1,38.18
11/1/2018,4,facebook/display,248,28,15,752.96
11/1/2018,5,google/cpc,8,3,0,0
11/1/2018,5,google/organic,14,9,5,526.47
11/1/2018,5,bing/cpc,57,12,8,416.24
11/1/2018,5,bing/organic,25,10,2,81.81
11/1/2018,5,facebook/display,149,14,4,201.42
11/1/2018,6,google/cpc,12,4,2,109.95
11/1/2018,6,google/organic,13,5,0,0
11/1/2018,6,bing/cpc,53,13,4,330.84
11/1/2018,6,bing/organic,21,5,2,136.29
11/1/2018,6,facebook/display,173,13,3,262.54
11/1/2018,7,google/cpc,11,1,0,0
11/1/2018,7,google/organic,16,6,3,263.51
11/1/2018,7,bing/cpc,42,10,6,294.54
11/1/2018,7,bing/organic,24,11,3,142.3
11/1/2018,7,facebook/display,160,13,4,319.01
11/1/2018,8,google/cpc,10,1,0,0
11/1/2018,8,google/organic,12,6,3,198.24
11/1/2018,8,bing/cpc,65,8,5,395.45
11/1/2018,8,bing/organic,28,6,2,160.15
11/1/2018,8,facebook/display,211,14,6,446.11
11/2/2018,1,google/cpc,14,3,2,145.38
11/2/2018,1,google/organic,16,7,4,248.62
11/2/2018,1,bing/cpc,40,6,5,207.46
11/2/2018,1,bing/organic,25,9,4,194.85
11/2/2018,1,facebook/display,213,14,5,279.35
11/2/2018,2,google/cpc,7,2,1,90.33
11/2/2018,2,google/organic,16,8,5,538.63
11/2/2018,2,bing/cpc,49,8,2,58.52
11/2/2018,2,bing/organic,27,7,1,71.07
11/2/2018,2,facebook/display,148,12,2,175.86
11/2/2018,3,google/cpc,10,3,2,217.02
11/2/2018,3,google/organic,11,0,0,0
11/2/2018,3,bing/cpc,41,4,1,48.98
11/2/2018,3,bing/organic,23,12,3,254.35
11/2/2018,3,facebook/display,139,11,1,65.19
11/2/2018,4,google/cpc,10,4,2,145.35
11/2/2018,4,google/organic,20,14,8,598.45
11/2/2018,4,bing/cpc,45,9,5,255.28
11/2/2018,4,bing/organic,28,12,3,134.2
11/2/2018,4,facebook/display,163,16,8,299.24
11/2/2018,5,google/cpc,10,2,0,0
11/2/2018,5,google/organic,16,10,5,465.71
11/2/2018,5,bing/cpc,52,8,6,196.33
11/2/2018,5,bing/organic,25,7,3,67.47
11/2/2018,5,facebook/display,193,18,7,427.71
11/2/2018,6,google/cpc,9,1,1,89.2
11/2/2018,6,google/organic,15,9,7,739.35
11/2/2018,6,bing/cpc,45,8,5,412.55
11/2/2018,6,bing/organic,25,8,3,147.55
11/2/2018,6,facebook/display,243,28,8,723.83
11/2/2018,7,google/cpc,13,2,0,0
11/2/2018,7,google/organic,15,3,1,98.58
11/2/2018,7,bing/cpc,50,14,7,428.94
11/2/2018,7,bing/organic,26,8,2,151.23
11/2/2018,7,facebook/display,180,14,4,442.45
11/2/2018,8,google/cpc,11,2,2,169.46
11/2/2018,8,google/organic,17,11,6,594.58
11/2/2018,8,bing/cpc,52,10,5,277.75
11/2/2018,8,bing/organic,30,7,0,0
11/2/2018,8,facebook/display,163,20,5,339.51
11/3/2018,1,google/cpc,1,1,1,63.86
11/3/2018,1,google/organic,2,1,0,0
11/3/2018,1,bing/cpc,9,1,1,57.15
11/3/2018,1,bing/organic,6,2,1,39.95
11/3/2018,1,facebook/display,38,4,2,121.23
11/3/2018,2,google/cpc,2,0,0,0
11/3/2018,2,google/organic,2,1,1,139.22
11/3/2018,2,bing/cpc,10,0,0,0
11/3/2018,2,bing/organic,7,1,0,0
11/3/2018,2,facebook/display,43,6,3,237.58
11/3/2018,3,google/cpc,2,0,0,0
11/3/2018,3,google/organic,3,0,0,0
11/3/2018,3,bing/cpc,15,3,1,55.04
11/3/2018,3,bing/organic,6,1,0,0
11/3/2018,3,facebook/display,51,5,2,182.72
11/3/2018,4,google/cpc,2,2,1,56.43
11/3/2018,4,google/organic,3,2,2,162.75
11/3/2018,4,bing/cpc,13,3,3,117.13
11/3/2018,4,bing/organic,5,2,1,32.04
11/3/2018,4,facebook/display,52,4,0,0
11/3/2018,5,google/cpc,1,1,1,91.82
11/3/2018,5,google/organic,2,0,0,0
11/3/2018,5,bing/cpc,13,3,1,50.63
11/3/2018,5,bing/organic,7,2,1,47.66
11/3/2018,5,facebook/display,54,7,2,136.06
11/3/2018,6,google/cpc,1,0,0,0
11/3/2018,6,google/organic,2,0,0,0
11/3/2018,6,bing/cpc,11,4,0,0
11/3/2018,6,bing/organic,7,3,0,0
11/3/2018,6,facebook/display,52,2,1,84.18
11/3/2018,7,google/cpc,1,0,0,0
11/3/2018,7,google/organic,2,2,2,108.05
11/3/2018,7,bing/cpc,10,0,0,0
11/3/2018,7,bing/organic,7,2,0,0
11/3/2018,7,facebook/display,59,6,1,67.86
11/3/2018,8,google/cpc,2,0,0,0
11/3/2018,8,google/organic,2,2,1,107.87
11/3/2018,8,bing/cpc,18,5,2,86
11/3/2018,8,bing/organic,8,1,0,0
11/3/2018,8,facebook/display,44,3,1,84.88
11/4/2018,1,google/cpc,2,2,2,101.46
11/4/2018,1,google/organic,2,1,1,25.2
11/4/2018,1,bing/cpc,10,4,2,73.87
11/4/2018,1,bing/organic,5,1,0,0
11/4/2018,1,facebook/display,54,5,3,177.39
11/4/2018,2,google/cpc,2,1,1,89.61
11/4/2018,2,google/organic,1,1,0,0
11/4/2018,2,bing/cpc,9,2,2,137.93
11/4/2018,2,bing/organic,8,2,0,0
11/4/2018,2,facebook/display,47,8,0,0
11/4/2018,3,google/cpc,1,0,0,0
11/4/2018,3,google/organic,3,0,0,0
11/4/2018,3,bing/cpc,11,1,1,65.48
11/4/2018,3,bing/organic,4,1,1,63.82
11/4/2018,3,facebook/display,59,4,2,130.01
11/4/2018,4,google/cpc,1,1,1,83.89
11/4/2018,4,google/organic,3,2,2,115.86
11/4/2018,4,bing/cpc,11,3,2,84.05
11/4/2018,4,bing/organic,5,0,0,0
11/4/2018,4,facebook/display,59,7,0,0
11/4/2018,5,google/cpc,1,0,0,0
11/4/2018,5,google/organic,2,2,2,172.07
11/4/2018,5,bing/cpc,13,1,1,44.82
11/4/2018,5,bing/organic,4,3,2,83.94
11/4/2018,5,facebook/display,38,3,1,54.52
11/4/2018,6,google/cpc,1,0,0,0
11/4/2018,6,google/organic,3,1,1,126.53
11/4/2018,6,bing/cpc,10,1,1,60.97
11/4/2018,6,bing/organic,7,2,0,0
11/4/2018,6,facebook/display,48,4,2,147.82
11/4/2018,7,google/cpc,2,1,1,109.88
11/4/2018,7,google/organic,2,2,1,88.05
11/4/2018,7,bing/cpc,13,3,0,0
11/4/2018,7,bing/organic,8,3,1,80.59
11/4/2018,7,facebook/display,43,2,1,89.56
11/4/2018,8,google/cpc,2,1,0,0
11/4/2018,8,google/organic,2,1,0,0
11/4/2018,8,bing/cpc,10,2,0,0
11/4/2018,8,bing/organic,5,3,1,80.35
11/4/2018,8,facebook/display,35,4,2,117.91
11/5/2018,1,google/cpc,9,2,1,55.93
11/5/2018,1,google/organic,17,8,4,272.85
11/5/2018,1,bing/cpc,51,12,6,291.61
11/5/2018,1,bing/organic,27,16,7,292.1
11/5/2018,1,facebook/display,139,20,9,421.57
11/5/2018,2,google/cpc,12,3,2,213.64
11/5/2018,2,google/organic,16,8,7,785.48
11/5/2018,2,bing/cpc,65,15,5,352.93
11/5/2018,2,bing/organic,23,6,2,88.65
11/5/2018,2,facebook/display,262,23,5,574.21
11/5/2018,3,google/cpc,12,3,1,124.44
11/5/2018,3,google/organic,17,6,2,159.57
11/5/2018,3,bing/cpc,42,8,2,146.36
11/5/2018,3,bing/organic,24,5,2,115.69
11/5/2018,3,facebook/display,231,23,5,511.17
11/5/2018,4,google/cpc,10,4,4,107.88
11/5/2018,4,google/organic,10,5,2,172.83
11/5/2018,4,bing/cpc,51,12,7,257.12
11/5/2018,4,bing/organic,27,9,2,59.63
11/5/2018,4,facebook/display,213,25,4,233.37
11/5/2018,5,google/cpc,6,2,2,140.37
11/5/2018,5,google/organic,12,8,4,415.83
11/5/2018,5,bing/cpc,59,18,12,522.45
11/5/2018,5,bing/organic,16,7,3,175.28
11/5/2018,5,facebook/display,217,20,4,190.22
11/5/2018,6,google/cpc,9,2,0,0
11/5/2018,6,google/organic,16,4,1,115.27
11/5/2018,6,bing/cpc,42,10,7,409.09
11/5/2018,6,bing/organic,20,8,1,71.52
11/5/2018,6,facebook/display,194,21,5,377.24
11/5/2018,7,google/cpc,12,1,1,101.26
11/5/2018,7,google/organic,16,7,4,314.97
11/5/2018,7,bing/cpc,35,4,1,60.8
11/5/2018,7,bing/organic,35,13,5,353.83
11/5/2018,7,facebook/display,204,19,6,477.38
11/5/2018,8,google/cpc,10,1,1,128.53
11/5/2018,8,google/organic,13,4,1,99.6
11/5/2018,8,bing/cpc,35,7,6,418.06
11/5/2018,8,bing/organic,25,7,0,0
11/5/2018,8,facebook/display,192,12,3,267.75
11/6/2018,1,google/cpc,9,4,3,190.62
11/6/2018,1,google/organic,15,9,6,484.17
11/6/2018,1,bing/cpc,54,20,13,658.24
11/6/2018,1,bing/organic,27,9,4,150.11
11/6/2018,1,facebook/display,195,31,14,661.79
11/6/2018,2,google/cpc,9,3,3,260.84
11/6/2018,2,google/organic,14,5,3,296.09
11/6/2018,2,bing/cpc,52,9,5,253.2
11/6/2018,2,bing/organic,29,10,3,257.99
11/6/2018,2,facebook/display,217,23,6,609.03
11/6/2018,3,google/cpc,15,2,1,52.06
11/6/2018,3,google/organic,19,12,4,408.07
11/6/2018,3,bing/cpc,49,12,7,504.91
11/6/2018,3,bing/organic,32,7,3,192.81
11/6/2018,3,facebook/display,181,16,6,423.91
11/6/2018,4,google/cpc,8,3,2,142.02
11/6/2018,4,google/organic,16,9,5,378.76
11/6/2018,4,bing/cpc,40,10,8,335.03
11/6/2018,4,bing/organic,22,9,3,122.71
11/6/2018,4,facebook/display,148,15,3,187.3
11/6/2018,5,google/cpc,9,2,1,74.95
11/6/2018,5,google/organic,15,8,8,741.17
11/6/2018,5,bing/cpc,52,12,9,406.18
11/6/2018,5,bing/organic,20,6,2,88.87
11/6/2018,5,facebook/display,211,31,11,522.02
11/6/2018,6,google/cpc,12,0,0,0
11/6/2018,6,google/organic,16,7,1,99.08
11/6/2018,6,bing/cpc,41,6,3,98.53
11/6/2018,6,bing/organic,20,7,0,0
11/6/2018,6,facebook/display,294,21,2,184.43
11/6/2018,7,google/cpc,13,2,1,104.69
11/6/2018,7,google/organic,16,9,4,501.08
11/6/2018,7,bing/cpc,43,8,4,191.51
11/6/2018,7,bing/organic,24,5,3,129.98
11/6/2018,7,facebook/display,164,18,5,392.89
11/6/2018,8,google/cpc,7,3,2,213.03
11/6/2018,8,google/organic,15,6,4,326.94
11/6/2018,8,bing/cpc,51,9,3,164.76
11/6/2018,8,bing/organic,32,8,1,61.46
11/6/2018,8,facebook/display,195,23,9,628.66
11/7/2018,1,google/cpc,12,7,4,250.03
11/7/2018,1,google/organic,15,7,5,321.17
11/7/2018,1,bing/cpc,58,16,13,366.68
11/7/2018,1,bing/organic,28,10,2,85.68
11/7/2018,1,facebook/display,208,21,9,550.85
11/7/2018,2,google/cpc,12,2,2,168.58
11/7/2018,2,google/organic,16,11,7,898.85
11/7/2018,2,bing/cpc,43,6,5,212.65
11/7/2018,2,bing/organic,28,8,2,139.33
11/7/2018,2,facebook/display,212,16,3,214.4
11/7/2018,3,google/cpc,15,7,4,467.82
11/7/2018,3,google/organic,17,6,3,349.24
11/7/2018,3,bing/cpc,42,6,3,182.93
11/7/2018,3,bing/organic,28,9,3,222.66
11/7/2018,3,facebook/display,134,14,5,345.89
11/7/2018,4,google/cpc,9,2,0,0
11/7/2018,4,google/organic,15,13,6,500.99
11/7/2018,4,bing/cpc,65,17,15,656.82
11/7/2018,4,bing/organic,24,7,5,236.37
11/7/2018,4,facebook/display,146,20,8,561
11/7/2018,5,google/cpc,10,5,2,106.89
11/7/2018,5,google/organic,18,11,8,557.19
11/7/2018,5,bing/cpc,54,11,9,408.24
11/7/2018,5,bing/organic,26,12,6,231.49
11/7/2018,5,facebook/display,214,39,13,840.79
11/7/2018,6,google/cpc,7,3,0,0
11/7/2018,6,google/organic,16,9,3,257.94
11/7/2018,6,bing/cpc,65,9,6,362.09
11/7/2018,6,bing/organic,13,5,3,206.21
11/7/2018,6,facebook/display,252,27,8,691.77
11/7/2018,7,google/cpc,7,1,1,75.67
11/7/2018,7,google/organic,11,6,2,169
11/7/2018,7,bing/cpc,41,5,5,310.54
11/7/2018,7,bing/organic,16,6,1,64.87
11/7/2018,7,facebook/display,231,23,8,807.36
11/7/2018,8,google/cpc,10,4,2,216.22
11/7/2018,8,google/organic,7,5,3,212.71
11/7/2018,8,bing/cpc,60,4,1,63.33
11/7/2018,8,bing/organic,31,7,3,184.84
11/7/2018,8,facebook/display,208,15,6,497.94
11/8/2018,1,google/cpc,12,3,0,0
11/8/2018,1,google/organic,13,5,5,392.71
11/8/2018,1,bing/cpc,49,9,7,227.22
11/8/2018,1,bing/organic,24,9,7,357.64
11/8/2018,1,facebook/display,214,25,5,236.79
11/8/2018,2,google/cpc,10,3,1,71.05
11/8/2018,2,google/organic,15,8,4,474.19
11/8/2018,2,bing/cpc,51,11,5,380.53
11/8/2018,2,bing/organic,26,6,1,77.47
11/8/2018,2,facebook/display,178,12,1,86.93
11/8/2018,3,google/cpc,10,5,3,252.23
11/8/2018,3,google/organic,12,7,6,754.19
11/8/2018,3,bing/cpc,54,12,5,338.68
11/8/2018,3,bing/organic,31,13,1,64.15
11/8/2018,3,facebook/display,156,14,3,336.9
11/8/2018,4,google/cpc,10,2,2,78.54
11/8/2018,4,google/organic,9,7,2,209.99
11/8/2018,4,bing/cpc,68,7,4,214.8
11/8/2018,4,bing/organic,20,8,4,180.37
11/8/2018,4,facebook/display,178,16,4,202.78
11/8/2018,5,google/cpc,10,1,1,71.07
11/8/2018,5,google/organic,20,9,6,491.25
11/8/2018,5,bing/cpc,36,7,6,273.98
11/8/2018,5,bing/organic,28,7,5,202.19
11/8/2018,5,facebook/display,155,11,4,177.21
11/8/2018,6,google/cpc,10,2,1,104.81
11/8/2018,6,google/organic,16,6,4,220.57
11/8/2018,6,bing/cpc,67,6,3,181.61
11/8/2018,6,bing/organic,25,8,3,186.24
11/8/2018,6,facebook/display,158,14,2,119.14
11/8/2018,7,google/cpc,8,2,1,73.97
11/8/2018,7,google/organic,18,9,4,510.45
11/8/2018,7,bing/cpc,36,3,3,218.46
11/8/2018,7,bing/organic,21,9,4,225.33
11/8/2018,7,facebook/display,188,22,8,730.17
11/8/2018,8,google/cpc,9,1,1,53.77
11/8/2018,8,google/organic,14,4,2,217.21
11/8/2018,8,bing/cpc,55,13,4,285.94
11/8/2018,8,bing/organic,34,4,0,0
11/8/2018,8,facebook/display,137,11,3,215.66
11/9/2018,1,google/cpc,9,4,2,151.34
11/9/2018,1,google/organic,17,11,9,927.02
11/9/2018,1,bing/cpc,42,10,6,282.07
11/9/2018,1,bing/organic,19,6,2,90.51
11/9/2018,1,facebook/display,290,33,15,647.4
11/9/2018,2,google/cpc,9,2,1,96.4
11/9/2018,2,google/organic,14,8,5,484.25
11/9/2018,2,bing/cpc,44,8,4,257.99
11/9/2018,2,bing/organic,29,5,3,192.35
11/9/2018,2,facebook/display,198,13,2,171.63
11/9/2018,3,google/cpc,10,2,1,105.31
11/9/2018,3,google/organic,12,7,2,215.39
11/9/2018,3,bing/cpc,60,17,10,729.83
11/9/2018,3,bing/organic,20,6,2,115.74
11/9/2018,3,facebook/display,245,29,14,916.64
11/9/2018,4,google/cpc,11,4,3,192.26
11/9/2018,4,google/organic,17,12,7,408.39
11/9/2018,4,bing/cpc,37,6,2,102.61
11/9/2018,4,bing/organic,24,8,4,124.48
11/9/2018,4,facebook/display,156,14,7,270.46
11/9/2018,5,google/cpc,9,3,2,105.65
11/9/2018,5,google/organic,18,8,4,344.56
11/9/2018,5,bing/cpc,56,6,6,220.56
11/9/2018,5,bing/organic,24,7,4,145.67
11/9/2018,5,facebook/display,193,22,6,271.71
11/9/2018,6,google/cpc,9,1,1,83.36
11/9/2018,6,google/organic,18,3,1,105.81
11/9/2018,6,bing/cpc,42,5,3,152.5
11/9/2018,6,bing/organic,18,5,0,0
11/9/2018,6,facebook/display,220,21,3,266.53
11/9/2018,7,google/cpc,9,1,1,78.4
11/9/2018,7,google/organic,16,4,2,193.6
11/9/2018,7,bing/cpc,72,16,9,550.04
11/9/2018,7,bing/organic,26,8,2,147.26
11/9/2018,7,facebook/display,253,22,8,676.77
11/9/2018,8,google/cpc,11,1,0,0
11/9/2018,8,google/organic,15,8,5,668.41
11/9/2018,8,bing/cpc,56,11,6,556.08
11/9/2018,8,bing/organic,27,14,4,293.97
11/9/2018,8,facebook/display,259,29,9,726.41
11/10/2018,1,google/cpc,2,1,0,0
11/10/2018,1,google/organic,3,2,2,198.59
11/10/2018,1,bing/cpc,13,3,3,130.24
11/10/2018,1,bing/organic,6,2,0,0
11/10/2018,1,facebook/display,58,6,4,207.62
11/10/2018,2,google/cpc,1,1,0,0
11/10/2018,2,google/organic,2,0,0,0
11/10/2018,2,bing/cpc,15,0,0,0
11/10/2018,2,bing/organic,5,1,0,0
11/10/2018,2,facebook/display,34,3,1,56.96
11/10/2018,3,google/cpc,2,0,0,0
11/10/2018,3,google/organic,3,1,0,0
11/10/2018,3,bing/cpc,13,0,0,0
11/10/2018,3,bing/organic,3,1,1,68.66
11/10/2018,3,facebook/display,49,3,3,329.3
11/10/2018,4,google/cpc,2,0,0,0
11/10/2018,4,google/organic,2,0,0,0
11/10/2018,4,bing/cpc,8,0,0,0
11/10/2018,4,bing/organic,7,4,1,57.9
11/10/2018,4,facebook/display,43,9,5,317.23
11/10/2018,5,google/cpc,1,1,1,65.05
11/10/2018,5,google/organic,2,2,2,111.08
11/10/2018,5,bing/cpc,14,3,3,153.53
11/10/2018,5,bing/organic,3,1,0,0
11/10/2018,5,facebook/display,37,3,1,64.8
11/10/2018,6,google/cpc,2,1,1,84.74
11/10/2018,6,google/organic,3,2,0,0
11/10/2018,6,bing/cpc,8,2,1,86.29
11/10/2018,6,bing/organic,6,3,0,0
11/10/2018,6,facebook/display,38,3,2,162.04
11/10/2018,7,google/cpc,2,0,0,0
11/10/2018,7,google/organic,3,1,0,0
11/10/2018,7,bing/cpc,10,1,1,65.34
11/10/2018,7,bing/organic,7,1,1,66.54
11/10/2018,7,facebook/display,68,7,2,137.49
11/10/2018,8,google/cpc,2,1,0,0
11/10/2018,8,google/organic,2,2,1,105.82
11/10/2018,8,bing/cpc,15,3,1,84.19
11/10/2018,8,bing/organic,3,1,0,0
11/10/2018,8,facebook/display,47,2,0,0
11/11/2018,1,google/cpc,2,1,1,82.67
11/11/2018,1,google/organic,2,1,1,64.61
11/11/2018,1,bing/cpc,10,3,3,219.47
11/11/2018,1,bing/organic,6,1,1,45.23
11/11/2018,1,facebook/display,40,2,1,64.85
11/11/2018,2,google/cpc,2,0,0,0
11/11/2018,2,google/organic,3,1,1,113.25
11/11/2018,2,bing/cpc,8,2,1,39.91
11/11/2018,2,bing/organic,3,2,0,0
11/11/2018,2,facebook/display,51,4,2,131.96
11/11/2018,3,google/cpc,2,0,0,0
11/11/2018,3,google/organic,2,1,0,0
11/11/2018,3,bing/cpc,10,4,2,117.11
11/11/2018,3,bing/organic,6,4,0,0
11/11/2018,3,facebook/display,63,9,2,157.68
11/11/2018,4,google/cpc,1,0,0,0
11/11/2018,4,google/organic,2,2,0,0
11/11/2018,4,bing/cpc,12,2,2,62.14
11/11/2018,4,bing/organic,6,1,0,0
11/11/2018,4,facebook/display,62,4,1,63.56
11/11/2018,5,google/cpc,2,0,0,0
11/11/2018,5,google/organic,2,2,2,158.97
11/11/2018,5,bing/cpc,12,3,2,117.46
11/11/2018,5,bing/organic,8,3,3,149.01
11/11/2018,5,facebook/display,37,3,2,129.61
11/11/2018,6,google/cpc,1,0,0,0
11/11/2018,6,google/organic,2,1,0,0
11/11/2018,6,bing/cpc,13,2,2,110.79
11/11/2018,6,bing/organic,4,1,1,34.65
11/11/2018,6,facebook/display,58,4,2,157.81
11/11/2018,7,google/cpc,2,1,0,0
11/11/2018,7,google/organic,2,1,1,37.66
11/11/2018,7,bing/cpc,11,3,1,79.14
11/11/2018,7,bing/organic,5,0,0,0
11/11/2018,7,facebook/display,42,5,1,69
11/11/2018,8,google/cpc,1,0,0,0
11/11/2018,8,google/organic,4,3,3,328.99
11/11/2018,8,bing/cpc,9,1,1,69.71
11/11/2018,8,bing/organic,7,2,0,0
11/11/2018,8,facebook/display,63,2,0,0
11/12/2018,1,google/cpc,8,4,2,99.73
11/12/2018,1,google/organic,16,12,9,584.9
11/12/2018,1,bing/cpc,60,17,12,611.61
11/12/2018,1,bing/organic,30,10,5,248.74
11/12/2018,1,facebook/display,195,21,4,250.06
11/12/2018,2,google/cpc,10,3,2,187.47
11/12/2018,2,google/organic,14,11,6,583.94
11/12/2018,2,bing/cpc,29,9,7,419.75
11/12/2018,2,bing/organic,23,8,3,159.34
11/12/2018,2,facebook/display,262,22,8,347.59
11/12/2018,3,google/cpc,11,2,2,227.87
11/12/2018,3,google/organic,11,5,2,159.97
11/12/2018,3,bing/cpc,50,11,5,282.94
11/12/2018,3,bing/organic,28,6,1,80.73
11/12/2018,3,facebook/display,240,15,4,400.27
11/12/2018,4,google/cpc,9,1,1,70.31
11/12/2018,4,google/organic,13,6,5,297.55
11/12/2018,4,bing/cpc,44,9,4,189.08
11/12/2018,4,bing/organic,33,13,6,299.63
11/12/2018,4,facebook/display,195,16,7,328.36
11/12/2018,5,google/cpc,8,2,2,130.29
11/12/2018,5,google/organic,16,12,5,375.59
11/12/2018,5,bing/cpc,49,8,2,105.13
11/12/2018,5,bing/organic,26,10,3,99.63
11/12/2018,5,facebook/display,205,23,5,350.28
11/12/2018,6,google/cpc,9,5,2,184.7
11/12/2018,6,google/organic,12,3,1,138.69
11/12/2018,6,bing/cpc,51,6,3,151.64
11/12/2018,6,bing/organic,27,9,2,114.73
11/12/2018,6,facebook/display,185,26,11,927.81
11/12/2018,7,google/cpc,11,2,1,96.42
11/12/2018,7,google/organic,12,6,3,335.02
11/12/2018,7,bing/cpc,52,8,4,271.69
11/12/2018,7,bing/organic,20,7,2,131.06
11/12/2018,7,facebook/display,148,15,6,649.64
11/12/2018,8,google/cpc,9,3,2,189.54
11/12/2018,8,google/organic,17,10,6,603.71
11/12/2018,8,bing/cpc,53,10,6,347.69
11/12/2018,8,bing/organic,27,6,3,211.79
11/12/2018,8,facebook/display,162,10,2,183.1
11/13/2018,1,google/cpc,11,3,1,70.11
11/13/2018,1,google/organic,13,4,4,280.78
11/13/2018,1,bing/cpc,53,10,5,243.98
11/13/2018,1,bing/organic,24,5,1,41.48
11/13/2018,1,facebook/display,195,25,10,456.4
11/13/2018,2,google/cpc,12,5,5,465.93
11/13/2018,2,google/organic,17,8,3,419.34
11/13/2018,2,bing/cpc,36,5,3,184.71
11/13/2018,2,bing/organic,22,5,4,273.52
11/13/2018,2,facebook/display,147,13,4,280.52
11/13/2018,3,google/cpc,14,5,5,418.86
11/13/2018,3,google/organic,14,7,6,524.26
11/13/2018,3,bing/cpc,53,14,7,460.12
11/13/2018,3,bing/organic,20,0,0,0
11/13/2018,3,facebook/display,164,12,3,196.25
11/13/2018,4,google/cpc,10,1,1,61.76
11/13/2018,4,google/organic,16,11,6,265.19
11/13/2018,4,bing/cpc,46,10,10,502.02
11/13/2018,4,bing/organic,26,7,6,348.43
11/13/2018,4,facebook/display,292,36,9,589.77
11/13/2018,5,google/cpc,9,4,2,78.93
11/13/2018,5,google/organic,11,7,5,405.97
11/13/2018,5,bing/cpc,34,9,8,441.7
11/13/2018,5,bing/organic,23,9,3,123.58
11/13/2018,5,facebook/display,198,23,10,368.99
11/13/2018,6,google/cpc,7,2,1,118.35
11/13/2018,6,google/organic,14,7,1,94.12
11/13/2018,6,bing/cpc,54,15,8,569.25
11/13/2018,6,bing/organic,26,8,4,261.67
11/13/2018,6,facebook/display,277,15,6,435.98
11/13/2018,7,google/cpc,11,4,1,75.64
11/13/2018,7,google/organic,14,8,7,553.96
11/13/2018,7,bing/cpc,40,9,3,153.92
11/13/2018,7,bing/organic,16,3,1,47.75
11/13/2018,7,facebook/display,258,29,7,623.09
11/13/2018,8,google/cpc,11,3,2,160.56
11/13/2018,8,google/organic,12,3,0,0
11/13/2018,8,bing/cpc,43,8,1,74.63
11/13/2018,8,bing/organic,24,7,1,60.33
11/13/2018,8,facebook/display,221,20,5,397.59
11/14/2018,1,google/cpc,8,3,3,158.56
11/14/2018,1,google/organic,12,7,2,180.89
11/14/2018,1,bing/cpc,48,13,10,545.85
11/14/2018,1,bing/organic,20,7,2,108.98
11/14/2018,1,facebook/display,206,24,8,375.65
11/14/2018,2,google/cpc,8,2,2,239.14
11/14/2018,2,google/organic,15,5,1,132.25
11/14/2018,2,bing/cpc,57,7,3,156.61
11/14/2018,2,bing/organic,28,9,6,449.6
11/14/2018,2,facebook/display,229,22,4,295.35
11/14/2018,3,google/cpc,9,3,2,157.2
11/14/2018,3,google/organic,12,8,5,581.92
11/14/2018,3,bing/cpc,40,9,2,119.49
11/14/2018,3,bing/organic,21,4,1,66.14
11/14/2018,3,facebook/display,136,14,5,529.75
11/14/2018,4,google/cpc,9,3,1,52.39
11/14/2018,4,google/organic,16,11,9,557.9
11/14/2018,4,bing/cpc,43,9,6,280.66
11/14/2018,4,bing/organic,32,7,1,36.89
11/14/2018,4,facebook/display,137,22,11,563.89
11/14/2018,5,google/cpc,6,1,1,67.96
11/14/2018,5,google/organic,11,5,5,358.53
11/14/2018,5,bing/cpc,42,5,3,119.61
11/14/2018,5,bing/organic,29,3,3,128.76
11/14/2018,5,facebook/display,228,25,12,562.99
11/14/2018,6,google/cpc,9,1,0,0
11/14/2018,6,google/organic,11,4,3,247.76
11/14/2018,6,bing/cpc,26,4,2,146
11/14/2018,6,bing/organic,22,7,2,135.7
11/14/2018,6,facebook/display,148,23,7,557.75
11/14/2018,7,google/cpc,8,2,1,62.39
11/14/2018,7,google/organic,13,7,3,274.36
11/14/2018,7,bing/cpc,45,8,3,127.39
11/14/2018,7,bing/organic,21,8,2,131.99
11/14/2018,7,facebook/display,227,20,4,304.42
11/14/2018,8,google/cpc,13,6,1,84.09
11/14/2018,8,google/organic,22,13,6,607.4
11/14/2018,8,bing/cpc,41,6,3,162.88
11/14/2018,8,bing/organic,26,7,1,65.89
11/14/2018,8,facebook/display,199,16,5,419.09
11/15/2018,1,google/cpc,8,3,1,44.96
11/15/2018,1,google/organic,16,8,6,418.94
11/15/2018,1,bing/cpc,50,12,8,360.28
11/15/2018,1,bing/organic,24,8,2,100.68
11/15/2018,1,facebook/display,168,16,7,424.8
11/15/2018,2,google/cpc,7,2,2,161.46
11/15/2018,2,google/organic,11,3,2,164.1
11/15/2018,2,bing/cpc,29,3,0,0
11/15/2018,2,bing/organic,29,7,2,99.03
11/15/2018,2,facebook/display,236,22,6,479.26
11/15/2018,3,google/cpc,10,3,2,243.16
11/15/2018,3,google/organic,19,7,1,95.61
